Order_line_id,product_id,Order_id,quantity,dis_id,design_id
1,58,1,2,,84
2,59,2,4,,104
3,9,3,1,,92
4,44,4,1,,100
5,74,5,6,,2
6,39,6,3,,61
7,75,7,10,,41
8,63,8,3,,75
9,20,9,3,,85
10,74,10,1,,2
11,12,11,8,,5
12,55,12,3,,98
13,12,13,5,,5
14,32,14,5,1,94
15,66,15,1,,58
16,19,16,1,,10
17,32,17,2,1,94
18,32,18,1,1,94
19,32,19,4,1,94
20,32,20,4,1,94
21,32,21,5,1,94
22,32,22,3,1,94
23,66,23,4,,58
24,32,24,3,1,94
25,32,25,5,1,94
26,32,26,2,1,94
27,19,27,2,,10
28,32,28,1,1,94
29,32,29,3,1,94
30,32,30,2,1,94
31,29,31,10,,22
32,32,32,3,1,94
33,32,33,5,1,94
34,32,34,4,1,94
35,32,35,5,1,94
36,55,36,2,,98
37,32,37,4,,94
38,32,38,5,1,94
39,32,39,1,1,94
40,32,40,5,1,94
41,76,41,6,,138
42,32,42,1,1,94
43,32,43,1,1,94
44,34,44,3,,56
45,32,45,3,1,94
46,32,46,4,1,94
47,72,47,8,,98
48,30,48,5,,28
49,53,49,2,,127
50,32,50,3,1,94
51,32,51,4,1,94
52,52,52,5,,112
53,32,53,1,1,94
54,23,54,2,,85
55,32,55,5,1,94
56,32,56,1,1,94
57,77,57,3,,42
58,32,58,5,1,94
59,77,59,4,,42
60,32,60,3,1,94
61,32,61,10,1,94
62,60,62,2,,25
63,18,63,3,,2
64,6,64,10,,78
65,59,65,4,,104
66,16,66,8,,77
67,4,67,4,,121
68,36,68,1,,38
69,39,69,2,,61
70,16,70,5,,77
71,49,71,1,,108
72,43,72,3,,126
73,76,73,10,,138
74,62,74,2,,50
75,21,75,3,,128
76,37,76,7,,121
77,4,77,3,,121
78,69,78,2,,108
79,64,79,1,,127
80,52,80,1,,112
81,70,81,9,,143
82,17,82,7,,112
83,7,83,9,,42
84,27,84,2,,120
85,26,85,1,,32
86,60,86,2,,25
87,38,87,4,,76
88,51,88,5,,98
89,65,89,5,,23
90,25,90,3,,38
91,30,91,5,,28
92,68,92,2,,42
93,63,93,5,,75
94,36,94,3,,38
95,8,95,4,,43
96,19,96,1,,10
97,30,97,1,,28
98,56,98,10,,134
99,68,99,1,,42
100,12,100,4,,5
101,5,101,3,,4
102,40,102,2,,11
103,39,103,2,,61
104,65,104,4,,23
105,20,105,4,,85
106,64,106,6,,127
107,68,107,5,,42
108,65,108,5,,23
109,60,109,2,,25
110,34,110,2,,56
111,20,111,2,,85
112,4,112,2,,121
113,19,113,2,,10
114,26,114,4,,32
115,64,115,1,,127
116,77,116,4,,42
117,40,117,5,,11
118,70,118,3,,143
119,21,119,3,,128
120,6,120,5,,78
121,10,121,2,,27
122,51,122,2,,98
123,24,123,5,,19
124,77,124,4,,42
125,2,125,7,,80
126,56,126,2,,134
127,64,127,1,,127
128,48,128,1,,57
129,17,129,4,,112
130,45,130,2,,118
131,21,131,1,,128
132,74,132,5,,2
133,62,133,5,,50
134,65,134,2,,23
135,22,135,7,,10
136,74,136,7,,2
137,77,137,5,,42
138,71,138,8,,142
139,49,139,1,,108
140,26,140,1,,32
141,5,141,3,,4
142,25,142,1,,38
143,15,143,5,,103
144,50,144,8,,138
145,64,145,4,,127
146,75,146,4,,41
147,58,147,4,,84
148,69,148,1,,108
149,51,149,2,,98
150,2,150,3,,80
151,54,151,4,,113
152,54,152,4,,113
153,5,153,3,,4
154,20,154,2,,85
155,34,155,3,,56
156,54,156,8,,113
157,57,157,1,,92
158,77,158,1,,42
159,29,159,5,,22
160,14,160,3,,9
161,7,161,5,,42
162,60,162,3,,25
163,1,163,2,,69
164,41,164,3,,122
165,30,165,2,,28
166,22,166,1,,10
167,27,167,5,,120
168,68,168,3,,42
169,55,169,3,,98
170,15,170,7,,103
171,63,171,3,,75
172,51,172,5,,98
173,17,173,4,,112
174,5,174,1,,4
175,70,175,4,,143
176,34,176,5,,56
177,29,177,3,,22
178,64,178,2,,127
179,29,179,1,,22
180,58,180,2,,84
181,43,181,2,,126
182,52,182,5,,112
183,20,183,1,,85
184,41,184,1,,122
185,5,185,2,,4
186,30,186,2,,28
187,64,187,1,,127
188,7,188,4,,42
189,6,189,5,,78
190,29,190,4,,22
191,12,191,3,,5
192,19,192,5,,10
193,45,193,2,,118
194,47,194,2,,27
