Order_id,scheduled_deliver_date,deliver_date
1,2021-02-18,2021-02-18
2,2021-02-20,2021-02-20
3,2021-02-23,2021-02-23
4,2021-02-22,2021-02-22
5,2021-02-18,2021-02-18
6,2021-02-19,2021-02-19
7,2021-02-22,2021-02-22
8,2021-02-22,2021-02-22
9,2021-02-20,2021-02-20
10,2021-02-24,2021-02-24
11,2021-02-24,2021-02-24
12,2021-02-21,2021-02-21
13,2021-02-24,2021-02-24
14,2021-02-21,2021-02-21
15,2021-02-26,2021-02-26
16,2021-02-25,2021-02-25
17,2021-02-25,2021-02-25
18,2021-02-27,2021-02-27
19,2021-02-23,2021-02-23
20,2021-02-28,2021-02-28
21,2021-02-23,2021-02-23
22,2021-02-25,2021-02-25
23,2021-03-01,2021-03-01
24,2021-02-28,2021-02-28
25,2021-02-28,2021-02-28
26,2021-02-26,2021-02-26
27,2021-02-28,2021-02-28
28,2021-02-25,2021-02-25
29,2021-02-26,2021-02-26
30,2021-02-27,2021-02-27
31,2021-02-27,2021-02-27
32,2021-02-26,2021-02-26
33,2021-02-28,2021-02-28
34,2021-02-27,2021-02-27
35,2021-03-03,2021-03-03
36,2021-02-28,2021-02-28
37,2021-02-28,2021-02-28
38,2021-03-05,2021-03-05
39,2021-03-02,2021-03-02
40,2021-03-04,2021-03-04
41,2021-03-03,2021-03-03
42,2021-03-06,2021-03-06
43,2021-03-05,2021-03-05
44,2021-03-03,2021-03-03
45,2021-03-06,2021-03-06
46,2021-03-04,2021-03-04
47,2021-03-07,2021-03-07
48,2021-03-03,2021-03-03
49,2021-03-08,2021-03-08
50,2021-03-04,2021-03-04
51,2021-03-06,2021-03-06
52,2021-03-06,2021-03-06
53,2021-03-07,2021-03-07
54,2021-03-09,2021-03-09
55,2021-03-06,2021-03-06
56,2021-03-05,2021-03-05
57,2021-03-05,2021-03-05
58,2021-03-10,2021-03-10
59,2021-03-07,2021-03-07
60,2021-03-07,2021-03-07
61,2021-03-08,2021-03-08
62,2021-03-11,2021-03-11
63,2021-03-11,2021-03-11
64,2021-03-09,2021-03-09
65,2021-03-09,2021-03-09
66,2021-03-08,2021-03-08
67,2021-03-09,2021-03-09
68,2021-03-11,2021-03-18
69,2021-03-10,2021-03-10
70,2021-03-09,2021-03-09
71,2021-03-11,2021-03-11
72,2021-03-14,2021-03-14
73,2021-03-10,2021-03-10
74,2021-03-09,2021-03-09
75,2021-03-11,2021-03-11
76,2021-03-11,2021-03-11
77,2021-03-14,2021-03-14
78,2021-03-14,2021-03-14
79,2021-03-11,2021-03-11
80,2021-03-13,2021-03-13
81,2021-03-15,2021-03-15
82,2021-03-15,2021-03-15
83,2021-03-13,2021-03-13
84,2021-03-11,2021-03-11
85,2021-03-13,2021-03-13
86,2021-03-14,2021-03-14
87,2021-03-12,2021-03-12
88,2021-03-13,2021-03-13
89,2021-03-16,2021-03-16
90,2021-03-12,2021-03-12
91,2021-03-13,2021-03-13
92,2021-03-17,2021-03-17
93,2021-03-14,2021-03-14
94,2021-03-17,2021-03-17
95,2021-03-14,2021-03-14
96,2021-03-14,2021-03-14
97,2021-03-15,2021-03-15
98,2021-03-16,2021-03-16
99,2021-03-17,2021-03-17
100,2021-03-14,2021-03-14
101,2021-03-20,2021-03-20
102,2021-03-16,2021-03-16
103,2021-03-20,2021-03-20
104,2021-03-19,2021-03-19
105,2021-03-18,2021-03-18
106,2021-03-20,2021-03-20
107,2021-03-21,2021-03-21
108,2021-03-21,2021-03-21
109,2021-03-17,2021-03-17
110,2021-03-17,2021-03-17
111,2021-03-18,2021-03-18
112,2021-03-23,2021-03-23
113,2021-03-23,2021-03-23
114,2021-03-18,2021-03-18
115,2021-03-23,2021-03-23
116,2021-03-21,2021-03-21
117,2021-03-23,2021-03-23
118,2021-03-21,2021-03-21
119,2021-03-23,2021-03-23
120,2021-03-20,2021-03-20
121,2021-03-19,2021-03-19
122,2021-03-21,2021-03-21
123,2021-03-22,2021-03-22
124,2021-03-24,2021-03-30
125,2021-03-21,2021-03-21
126,2021-03-21,2021-03-21
127,2021-03-20,2021-03-20
128,2021-03-22,2021-03-22
129,2021-03-25,2021-03-25
130,2021-03-23,2021-03-23
131,2021-03-26,2021-03-26
132,2021-03-23,2021-03-23
133,2021-03-26,2021-03-26
134,2021-03-25,2021-03-25
135,2021-03-22,2021-03-22
136,2021-03-28,2021-03-28
137,2021-03-26,2021-03-26
138,2021-03-25,2021-03-25
139,2021-03-27,2021-03-27
140,2021-03-28,2021-03-28
141,2021-03-25,2021-03-25
142,2021-03-27,2021-03-27
143,2021-03-26,2021-03-26
144,2021-03-29,2021-03-29
145,2021-03-30,2021-03-30
146,2021-03-31,2021-03-31
147,2021-03-29,2021-03-29
148,2021-03-28,2021-03-28
149,2021-04-01,2021-04-01
150,2021-04-01,2021-04-01
151,2021-04-02,2021-04-02
152,2021-03-28,2021-03-28
153,2021-03-31,2021-03-31
154,2021-03-31,2021-03-31
155,2021-04-03,2021-04-03
156,2021-04-04,2021-04-04
157,2021-04-04,2021-04-04
158,2021-04-04,2021-04-04
159,2021-04-04,2021-04-10
160,2021-04-01,2021-04-01
161,2021-03-31,2021-03-31
162,2021-03-31,2021-03-31
163,2021-04-03,2021-04-03
164,2021-04-01,2021-04-01
165,2021-04-03,2021-04-03
166,2021-04-05,2021-04-05
167,2021-04-02,2021-04-02
168,2021-04-04,2021-04-04
169,2021-04-05,2021-04-05
170,2021-04-03,2021-04-03
171,2021-04-06,2021-04-16
172,2021-04-06,2021-04-06
173,2021-04-04,2021-04-04
174,2021-04-07,2021-04-07
175,2021-04-06,2021-04-06
176,2021-04-08,2021-04-08
177,2021-04-04,2021-04-04
178,2021-04-03,2021-04-03
179,2021-04-04,2021-04-04
180,2021-04-08,2021-04-08
181,2021-04-06,2021-04-06
182,2021-04-05,2021-04-05
183,2021-04-07,2021-04-07
184,2021-04-09,2021-04-09
185,2021-04-07,2021-04-07
186,2021-04-06,2021-04-06
187,2021-04-09,2021-04-09
188,2021-04-10,2021-04-10
189,2021-04-07,2021-04-07
190,2021-04-10,2021-04-10
191,2021-04-07,2021-04-07
192,2021-04-11,2021-04-11
193,2021-04-12,2021-04-12
194,2021-04-12,2021-04-12
195,2021-04-10,2021-04-10
196,2021-04-11,2021-04-11
197,2021-04-12,2021-04-12
198,2021-04-14,2021-04-14
199,2021-04-11,2021-04-11
200,2021-04-10,2021-04-10
201,2021-04-13,2021-04-13
202,2021-04-11,2021-04-11
203,2021-04-15,2021-04-15
204,2021-04-11,2021-04-11
205,2021-04-12,2021-04-12
206,2021-04-13,2021-04-13
207,2021-04-16,2021-04-16
208,2021-04-16,2021-04-16
209,2021-04-12,2021-04-12
210,2021-04-14,2021-04-14
211,2021-04-17,2021-04-17
212,2021-04-14,2021-04-14
213,2021-04-15,2021-04-15
214,2021-04-13,2021-04-13
215,2021-04-15,2021-04-15
216,2021-04-17,2021-04-17
217,2021-04-13,2021-04-13
218,2021-04-18,2021-04-18
219,2021-04-16,2021-04-16
220,2021-04-14,2021-04-14
221,2021-04-14,2021-04-14
222,2021-04-15,2021-04-15
223,2021-04-14,2021-04-14
224,2021-04-15,2021-04-15
225,2021-04-15,2021-04-15
226,2021-04-17,2021-04-17
227,2021-04-17,2021-04-17
228,2021-04-17,2021-04-17
229,2021-04-21,2021-04-21
230,2021-04-20,2021-04-20
231,2021-04-17,2021-04-17
232,2021-04-17,2021-04-17
233,2021-04-21,2021-04-21
234,2021-04-18,2021-04-18
235,2021-04-19,2021-04-19
236,2021-04-17,2021-04-17
237,2021-04-23,2021-04-28
238,2021-04-19,2021-04-19
239,2021-04-25,2021-04-25
240,2021-04-24,2021-04-24
241,2021-04-23,2021-04-23
242,2021-04-22,2021-04-22
243,2021-04-27,2021-04-28
244,2021-04-24,2021-04-24
245,2021-04-27,2021-04-27
246,2021-04-22,2021-04-22
247,2021-04-26,2021-04-26
248,2021-04-24,2021-04-24
249,2021-04-25,2021-04-25
250,2021-04-25,2021-04-25
251,2021-04-27,2021-04-27
252,2021-04-27,2021-04-27
253,2021-04-26,2021-04-26
254,2021-04-27,2021-04-27
255,2021-04-23,2021-04-23
256,2021-04-27,2021-04-27
257,2021-04-25,2021-04-25
258,2021-04-27,2021-04-27
259,2021-04-26,2021-04-26
260,2021-04-26,2021-04-26
261,2021-04-29,2021-04-29
262,2021-04-29,2021-04-29
263,2021-04-26,2021-04-26
264,2021-04-28,2021-04-28
265,2021-05-01,2021-05-01
266,2021-04-30,2021-05-08
267,2021-04-30,2021-04-30
268,2021-04-28,2021-04-28
269,2021-04-30,2021-04-30
270,2021-04-27,2021-04-27
271,2021-05-03,2021-05-03
272,2021-04-28,2021-04-28
273,2021-05-03,2021-05-03
274,2021-05-02,2021-05-02
275,2021-05-01,2021-05-01
276,2021-04-30,2021-04-30
277,2021-05-03,2021-05-03
278,2021-04-29,2021-04-29
279,2021-05-04,2021-05-04
280,2021-05-06,2021-05-06
281,2021-05-06,2021-05-06
282,2021-05-04,2021-05-04
283,2021-05-01,2021-05-01
284,2021-05-03,2021-05-03
285,2021-05-04,2021-05-04
286,2021-05-04,2021-05-04
287,2021-05-05,2021-05-05
288,2021-05-08,2021-05-08
289,2021-05-06,2021-05-06
290,2021-05-03,2021-05-03
291,2021-05-06,2021-05-06
292,2021-05-05,2021-05-05
293,2021-05-09,2021-05-09
294,2021-05-05,2021-05-05
295,2021-05-09,2021-05-09
296,2021-05-08,2021-05-08
297,2021-05-06,2021-05-06
298,2021-05-10,2021-05-10
299,2021-05-06,2021-05-06
300,2021-05-07,2021-05-07
301,2021-05-05,2021-05-05
302,2021-05-09,2021-05-09
303,2021-05-09,2021-05-09
304,2021-05-06,2021-05-06
305,2021-05-10,2021-05-10
306,2021-05-08,2021-05-08
307,2021-05-10,2021-05-10
308,2021-05-08,2021-05-08
309,2021-05-09,2021-05-09
310,2021-05-12,2021-05-12
311,2021-05-07,2021-05-07
312,2021-05-07,2021-05-07
313,2021-05-12,2021-05-12
314,2021-05-09,2021-05-09
315,2021-05-10,2021-05-10
316,2021-05-11,2021-05-11
317,2021-05-14,2021-05-14
318,2021-05-12,2021-05-12
319,2021-05-10,2021-05-10
320,2021-05-10,2021-05-10
321,2021-05-14,2021-05-14
322,2021-05-15,2021-05-15
323,2021-05-12,2021-05-12
324,2021-05-15,2021-05-15
325,2021-05-13,2021-05-13
326,2021-05-15,2021-05-15
327,2021-05-15,2021-05-15
328,2021-05-17,2021-05-17
329,2021-05-14,2021-05-14
330,2021-05-19,2021-05-19
331,2021-05-19,2021-05-19
332,2021-05-15,2021-05-15
333,2021-05-17,2021-05-17
334,2021-05-17,2021-05-17
335,2021-05-15,2021-05-15
336,2021-05-20,2021-05-20
