return_id,order_id,return_date,reason_id
1,6608,2024-07-20,4
2,2415,2022-10-20,4
3,2543,2022-11-13,4
4,6940,2024-08-23,4
5,8726,2025-03-10,4
6,1290,2022-02-05,4
7,3914,2023-08-10,4
8,3624,2023-06-13,4
9,5564,2024-03-20,4
10,5139,2024-02-05,4
11,7094,2024-09-17,4
12,2005,2022-08-01,4
13,4439,2023-11-03,4
14,7050,2024-09-05,4
15,5127,2024-02-14,4
16,3284,2023-04-06,4
17,3328,2023-04-15,4
18,7245,2024-10-01,4
19,4414,2023-10-29,4
20,1648,2022-05-05,4
21,9029,2025-04-11,4
22,2033,2022-08-08,4
23,1389,2022-02-27,4
24,3100,2023-02-20,4
25,8659,2025-02-24,4
26,8487,2025-01-31,4
27,3848,2023-07-23,4
28,1235,2022-01-17,4
29,6358,2024-06-21,4
30,5501,2024-03-25,4
31,3376,2023-04-19,4
32,9110,2025-04-19,4
33,7436,2024-10-11,4
34,159,2021-04-15,4
35,5229,2024-02-28,4
36,6852,2024-08-18,4
37,2309,2022-09-24,4
38,7114,2024-09-16,4
39,4233,2023-09-27,4
40,9850,2025-06-27,4
41,4765,2023-12-31,4
42,6577,2024-07-15,4
43,3087,2023-02-28,4
44,243,2021-05-01,4
45,7096,2024-09-11,4
46,8962,2025-03-24,4
47,8950,2025-04-03,4
48,7626,2024-11-02,4
49,721,2021-09-06,4
50,4081,2023-09-11,4
51,956,2021-11-10,4
52,4916,2024-01-18,4
53,8109,2024-12-28,4
54,4127,2023-09-20,4
55,4842,2024-01-11,4
56,124,2021-04-01,4
57,9898,2025-07-07,4
58,266,2021-05-10,4
59,9447,2025-05-21,4
60,5991,2024-05-21,4
61,3939,2023-08-07,4
62,3496,2023-05-21,4
63,171,2021-04-21,4
64,3678,2023-06-25,4
65,5627,2024-04-02,4
66,237,2021-05-02,4
67,2605,2022-11-25,4
68,8046,2024-12-17,4
69,2513,2022-11-06,4
70,4503,2023-11-16,4
71,4650,2023-12-02,4
72,1396,2022-02-27,4
73,3389,2023-04-22,4
74,7174,2024-09-18,4
75,9137,2025-04-17,4
76,4080,2023-09-10,4
77,2298,2022-10-04,4
78,8422,2025-02-02,4
79,7260,2024-09-23,4
80,609,2021-08-10,4
81,6074,2024-05-26,4
82,5115,2024-02-04,4
83,6739,2024-08-02,4
84,5605,2024-04-02,4
85,3404,2023-05-05,4
86,8619,2025-02-26,4
87,3549,2023-05-28,4
88,4449,2023-11-03,4
89,8595,2025-02-12,4
90,4303,2023-10-14,4
91,5357,2024-02-29,4
92,8842,2025-03-14,4
93,6075,2024-05-20,4
94,8244,2025-01-10,4
95,3658,2023-06-14,4
96,6528,2024-07-07,4
97,6113,2024-05-22,4
98,2447,2022-10-30,4
99,5910,2024-05-06,4
100,7081,2024-09-08,4
101,1317,2022-02-11,4
102,8620,2025-02-20,4
103,7163,2024-09-19,4
104,3431,2023-05-04,4
105,8108,2024-12-21,4
106,8302,2025-01-10,4
107,8754,2025-03-08,4
108,9969,2025-07-19,4
109,3338,2023-04-25,4
110,6291,2024-06-16,4
111,4724,2023-12-22,4
112,7691,2024-11-07,4
113,833,2021-10-01,4
114,7353,2024-10-03,4
115,9398,2025-05-18,4
116,8991,2025-04-07,4
117,7330,2024-10-02,4
118,2209,2022-09-12,4
119,2375,2022-10-16,4
120,4595,2023-11-26,4
121,3602,2023-06-04,1
122,2001,2022-07-27,6
123,5738,2024-04-09,5
124,4302,2023-09-30,1
125,490,2021-06-26,5
126,6610,2024-07-16,2
127,2874,2023-01-04,3
128,763,2021-09-18,6
129,4967,2024-01-15,2
130,6024,2024-05-22,2
131,1736,2022-05-19,2
132,7562,2024-10-30,1
133,4749,2023-12-22,2
134,1168,2022-01-04,5
135,5026,2024-01-23,3
136,1122,2021-12-25,6
137,3596,2023-06-10,3
138,4189,2023-09-25,6
139,8919,2025-03-22,6
140,9877,2025-07-03,1
141,810,2021-10-05,6
142,7483,2024-10-24,5
143,3746,2023-07-06,6
144,7794,2024-11-23,2
145,2497,2022-11-06,6
146,1041,2021-11-27,6
147,9960,2025-07-08,6
148,1232,2022-01-17,3
149,5518,2024-03-15,1
150,1542,2022-04-04,2
151,7105,2024-09-17,1
152,9734,2025-06-21,5
153,4245,2023-09-26,1
154,8146,2024-12-28,6
155,5117,2024-02-03,1
156,7072,2024-09-08,1
157,6026,2024-05-22,3
158,331,2021-05-21,2
159,4332,2023-10-07,5
160,1056,2021-11-28,1
161,1956,2022-07-09,2
162,8661,2025-02-28,3
163,5816,2024-04-20,5
164,363,2021-05-30,2
165,910,2021-10-27,6
166,9871,2025-06-27,3
167,3834,2023-07-19,1
168,591,2021-07-31,1
169,6723,2024-08-04,6
170,147,2021-04-08,5
171,5990,2024-05-16,2
172,359,2021-05-29,1
173,4215,2023-09-29,2
174,9008,2025-03-30,6
175,3335,2023-04-15,3
176,7658,2024-10-27,2
177,6027,2024-05-14,1
178,7424,2024-10-19,5
179,4903,2024-01-13,2
180,2520,2022-11-05,1
181,2977,2023-02-02,3
182,3187,2023-03-23,6
183,1476,2022-03-25,2
184,7441,2024-10-15,6
185,4163,2023-09-21,6
186,6353,2024-06-18,3
187,1282,2022-01-27,2
188,797,2021-09-22,2
189,821,2021-10-01,1
190,1646,2022-05-03,5
191,5572,2024-03-31,3
192,8432,2025-02-01,1
193,1220,2022-01-13,6
194,168,2021-04-12,2
195,2997,2023-02-10,5
196,344,2021-05-26,3
197,9383,2025-05-19,6
198,3765,2023-07-04,2
199,3971,2023-08-16,2
200,8688,2025-02-20,6
