Order_id,branch_id,customer_id,time,payment_method
1,100,1,2021-02-15 01:02:52,Debit Card
2,100,1,2021-02-15 16:45:10,Cash
3,100,1,2021-02-16 01:06:17,Cash
4,100,1,2021-02-16 01:15:22,Cash
5,100,1,2021-02-16 07:51:07,Debit Card
6,100,1,2021-02-16 14:13:08,Debit Card
7,100,1,2021-02-16 15:17:38,Cash
8,100,1,2021-02-16 18:30:12,Cash
9,100,5,2021-02-18 01:14:56,Cash
10,100,1,2021-02-18 13:13:14,Cash
11,100,2,2021-02-18 15:28:05,Debit Card
12,100,4,2021-02-18 20:43:25,Debit Card
13,100,5,2021-02-18 23:20:47,Debit Card
14,100,4,2021-02-19 01:59:32,Cash
15,100,3,2021-02-19 02:02:40,Debit Card
16,100,6,2021-02-19 14:18:53,Cash
17,100,1,2021-02-20 02:06:49,Cash
18,100,5,2021-02-20 06:08:30,Debit Card
19,100,6,2021-02-21 07:13:13,Debit Card
20,100,8,2021-02-21 08:23:45,Cash
21,100,2,2021-02-21 18:35:03,Debit Card
22,100,12,2021-02-22 05:52:28,Debit Card
23,100,9,2021-02-22 16:24:41,Debit Card
24,100,1,2021-02-22 21:35:49,Cash
25,100,5,2021-02-23 01:06:13,Cash
26,100,6,2021-02-23 11:47:13,Debit Card
27,100,12,2021-02-23 15:51:01,Debit Card
28,100,5,2021-02-23 16:50:59,Debit Card
29,100,14,2021-02-23 16:55:30,Debit Card
30,100,16,2021-02-23 17:42:12,Debit Card
31,100,7,2021-02-23 20:23:33,Cash
32,100,11,2021-02-24 22:03:35,Debit Card
33,100,4,2021-02-25 05:07:51,Cash
34,100,6,2021-02-25 05:08:21,Cash
35,100,14,2021-02-25 09:34:05,Cash
36,100,5,2021-02-25 18:44:18,Debit Card
37,100,9,2021-02-26 02:36:51,Debit Card
38,100,17,2021-02-26 20:00:28,Cash
39,100,15,2021-02-26 22:07:14,Cash
40,100,11,2021-02-27 04:13:08,Debit Card
41,100,4,2021-02-27 05:51:27,Cash
42,100,19,2021-02-27 12:23:12,Cash
43,100,11,2021-02-28 04:19:20,Cash
44,100,15,2021-02-28 09:13:13,Cash
45,100,20,2021-03-01 01:08:37,Debit Card
46,100,1,2021-03-01 13:41:02,Debit Card
47,100,9,2021-03-01 18:22:50,Cash
48,100,20,2021-03-01 18:23:13,Cash
49,100,12,2021-03-01 22:01:18,Cash
50,100,7,2021-03-01 22:47:53,Cash
51,100,9,2021-03-02 02:46:54,Debit Card
52,100,4,2021-03-02 03:38:28,Debit Card
53,100,23,2021-03-02 04:08:03,Debit Card
54,100,16,2021-03-02 22:29:06,Cash
55,100,16,2021-03-03 02:06:04,Cash
56,100,16,2021-03-03 05:52:19,Debit Card
57,100,20,2021-03-03 13:17:23,Cash
58,100,24,2021-03-03 14:03:48,Cash
59,100,12,2021-03-04 03:05:56,Cash
60,100,16,2021-03-04 19:15:42,Debit Card
61,100,24,2021-03-04 23:30:57,Cash
62,100,8,2021-03-05 02:39:26,Debit Card
63,100,22,2021-03-05 10:42:38,Cash
64,100,4,2021-03-05 17:04:24,Debit Card
65,100,14,2021-03-05 19:23:24,Cash
66,100,20,2021-03-06 00:09:38,Debit Card
67,100,21,2021-03-06 05:51:06,Debit Card
68,100,17,2021-03-06 13:38:13,Debit Card
69,100,18,2021-03-06 15:57:00,Debit Card
70,100,10,2021-03-06 16:04:32,Debit Card
71,100,23,2021-03-07 02:23:43,Cash
72,100,26,2021-03-07 07:16:45,Cash
73,100,7,2021-03-07 07:21:31,Cash
74,100,2,2021-03-07 09:13:05,Debit Card
