return_id,order_id,return_date,reason_id
1,7714,2024-11-14,4
2,6838,2024-08-21,4
3,6048,2024-05-21,4
4,5073,2024-02-07,4
5,9001,2025-04-03,4
6,1531,2022-04-09,4
7,3640,2023-06-17,4
8,8843,2025-03-22,4
9,3666,2023-06-19,4
10,8961,2025-04-03,4
11,4369,2023-10-25,4
12,8805,2025-03-12,4
13,177,2021-04-14,4
14,4987,2024-01-27,4
15,9724,2025-06-27,4
16,5419,2024-03-09,4
17,7180,2024-09-25,4
18,957,2021-11-09,4
19,7161,2024-09-27,4
20,1812,2022-06-20,4
21,9502,2025-06-02,4
22,3922,2023-08-12,4
23,4875,2024-01-08,4
24,5863,2024-04-28,4
25,1584,2022-04-15,4
26,8437,2025-01-31,4
27,2133,2022-09-06,4
28,8502,2025-02-14,4
29,3902,2023-08-10,4
30,1700,2022-05-20,4
31,3784,2023-07-15,4
32,9251,2025-05-07,4
33,3334,2023-04-24,4
34,2961,2023-02-14,4
35,7842,2024-11-29,4
36,6932,2024-09-01,4
37,8683,2025-03-08,4
38,2762,2023-01-03,4
39,1964,2022-08-02,4
40,1786,2022-06-19,4
41,9462,2025-05-25,4
42,6837,2024-08-20,4
43,2537,2022-11-13,4
44,5834,2024-04-27,4
45,4427,2023-10-30,4
46,923,2021-10-30,4
47,5640,2024-04-04,4
48,5872,2024-05-07,4
49,8934,2025-03-26,4
50,6607,2024-07-25,4
51,5223,2024-02-15,4
52,8894,2025-03-22,4
53,2458,2022-10-31,4
54,8460,2025-02-08,4
55,8015,2024-12-10,4
56,5271,2024-02-24,4
57,8776,2025-03-15,4
58,3508,2023-05-25,4
59,2905,2023-01-29,4
60,1720,2022-05-27,4
61,8697,2025-02-25,4
62,3647,2023-06-22,4
63,3218,2023-04-07,4
64,5908,2024-05-02,4
65,7362,2024-10-08,4
66,7417,2024-10-13,4
67,7478,2024-10-28,4
68,2570,2022-11-20,4
69,5877,2024-04-25,4
70,4579,2023-11-21,4
71,8821,2025-03-11,4
72,8350,2025-01-25,4
73,7621,2024-11-04,4
74,430,2021-06-26,4
75,4487,2023-11-09,4
76,571,2021-07-30,4
77,6335,2024-06-21,4
78,5682,2024-04-06,4
79,9520,2025-06-01,4
80,3836,2023-08-02,4
81,6031,2024-05-19,4
82,811,2021-10-07,4
83,8834,2025-03-21,4
84,3407,2023-05-12,4
85,1047,2021-12-04,4
86,6386,2024-07-03,4
87,6026,2024-05-16,4
88,7681,2024-11-09,4
89,6486,2024-07-06,4
90,228,2021-04-29,4
91,2595,2022-11-29,4
92,4573,2023-11-27,4
93,1551,2022-04-08,4
94,238,2021-04-28,4
95,6591,2024-07-25,4
96,9225,2025-05-02,4
97,8665,2025-02-22,4
98,5561,2024-04-01,4
99,4371,2023-10-24,4
100,1324,2022-02-07,4
101,941,2021-11-04,4
102,9273,2025-05-14,4
103,6579,2024-07-21,4
104,3849,2023-08-07,4
105,8327,2025-01-14,4
106,5633,2024-04-02,4
107,3170,2023-03-20,4
108,6177,2024-06-01,4
109,9574,2025-06-11,4
110,2426,2022-10-27,4
111,9842,2025-07-02,4
112,1981,2022-08-01,4
113,9619,2025-06-17,4
114,8259,2025-01-13,4
115,4833,2024-01-05,4
116,9412,2025-05-26,4
117,469,2021-07-04,4
118,1462,2022-03-12,4
119,4370,2023-10-26,4
120,9629,2025-06-15,4
121,3724,2023-06-27,3
122,1439,2022-03-05,1
123,7073,2024-09-12,6
124,43,2021-03-04,6
125,5245,2024-02-18,6
126,586,2021-08-01,2
127,2986,2023-02-14,2
128,6928,2024-09-02,6
129,6804,2024-08-09,1
130,298,2021-05-17,2
131,1762,2022-06-09,1
132,9291,2025-05-12,6
133,785,2021-09-28,5
134,9591,2025-06-07,3
135,5723,2024-04-12,3
136,4134,2023-09-19,2
137,812,2021-10-02,5
138,1590,2022-04-14,2
139,6163,2024-05-31,1
140,8072,2024-12-24,2
141,873,2021-10-11,6
142,481,2021-07-02,3
143,1418,2022-02-24,3
144,4777,2023-12-21,6
145,5900,2024-05-02,5
146,7772,2024-11-13,3
147,2523,2022-11-12,1
148,892,2021-10-23,2
149,4054,2023-09-10,3
150,6244,2024-06-07,5
151,4344,2023-10-16,6
152,7263,2024-10-02,3
153,2993,2023-02-15,6
154,1755,2022-06-06,2
155,821,2021-10-01,6
156,2177,2022-09-08,5
157,730,2021-09-07,3
158,2307,2022-10-06,6
159,9715,2025-06-22,1
160,9531,2025-05-28,3
161,7506,2024-10-22,3
162,1461,2022-03-14,2
163,1555,2022-04-10,5
164,6631,2024-07-27,5
165,4537,2023-11-21,6
166,7024,2024-09-12,1
167,6693,2024-07-28,5
168,3422,2023-05-06,1
169,3190,2023-03-25,5
170,6098,2024-05-20,1
171,4870,2024-01-05,5
172,9034,2025-04-08,3
173,7933,2024-12-07,2
174,2931,2023-02-01,5
175,3012,2023-02-20,6
176,2028,2022-08-05,3
177,3821,2023-07-17,5
178,1483,2022-03-22,6
179,9151,2025-04-24,6
180,4471,2023-11-04,5
181,5288,2024-02-21,1
182,5074,2024-01-26,2
183,410,2021-06-17,1
184,4784,2023-12-19,3
185,5105,2024-02-02,3
186,2735,2022-12-25,1
187,834,2021-10-10,3
188,9705,2025-06-14,2
189,1583,2022-04-10,6
190,3140,2023-03-19,3
191,5453,2024-03-12,3
192,9637,2025-06-13,3
193,1684,2022-05-18,1
194,8516,2025-02-14,5
195,1095,2021-12-12,3
196,8952,2025-03-25,2
197,6155,2024-05-23,1
198,9397,2025-05-14,6
199,4017,2023-08-30,2
200,9925,2025-07-07,6
