Order_id,branch_id,customer_id,time,payment_method
1,100,1,2021-02-15 11:05:31,Debit Card
2,100,1,2021-02-15 13:39:37,Debit Card
3,100,2,2021-02-16 09:07:45,Cash
4,100,2,2021-02-16 18:19:26,Cash
5,100,2,2021-02-17 11:14:43,Debit Card
6,100,2,2021-02-17 20:41:30,Cash
7,100,2,2021-02-18 05:14:28,Debit Card
8,100,1,2021-02-18 10:28:59,Cash
9,100,4,2021-02-19 00:29:51,Debit Card
10,100,3,2021-02-19 12:05:09,Cash
11,100,2,2021-02-20 02:37:46,Debit Card
12,100,6,2021-02-20 20:09:27,Debit Card
13,100,2,2021-02-21 10:24:43,Cash
14,100,3,2021-02-21 19:05:10,Debit Card
15,100,7,2021-02-22 13:44:05,Debit Card
16,100,4,2021-02-22 19:26:43,Cash
17,100,1,2021-02-23 01:00:08,Debit Card
18,100,3,2021-02-23 09:37:53,Cash
19,100,9,2021-02-24 10:27:10,Cash
20,100,9,2021-02-24 21:01:02,Cash
21,100,11,2021-02-25 00:51:01,Cash
22,100,10,2021-02-25 15:39:07,Cash
23,100,7,2021-02-26 09:01:54,Cash
24,100,11,2021-02-26 16:47:59,Debit Card
25,100,13,2021-02-27 20:55:50,Debit Card
26,100,7,2021-02-27 21:25:50,Debit Card
27,100,9,2021-02-28 10:50:59,Cash
28,100,9,2021-02-28 13:40:50,Debit Card
29,100,3,2021-03-01 10:21:28,Cash
30,100,15,2021-03-01 13:02:20,Debit Card
31,100,7,2021-03-02 03:18:38,Cash
32,100,14,2021-03-02 09:43:56,Cash
33,100,2,2021-03-03 05:00:22,Cash
34,100,14,2021-03-03 14:25:25,Cash
35,100,6,2021-03-04 07:11:14,Cash
36,100,16,2021-03-04 22:56:48,Cash
37,100,18,2021-03-05 01:31:11,Cash
38,100,6,2021-03-05 14:07:48,Cash
39,100,11,2021-03-06 05:50:30,Debit Card
40,100,14,2021-03-06 08:09:10,Cash
41,100,14,2021-03-07 01:01:23,Cash
42,100,18,2021-03-07 03:17:03,Cash
43,100,7,2021-03-08 11:18:36,Debit Card
44,100,17,2021-03-08 20:24:45,Cash
45,100,9,2021-03-09 11:45:08,Cash
46,100,14,2021-03-09 12:45:07,Cash
47,100,15,2021-03-10 01:25:36,Debit Card
48,100,7,2021-03-10 11:47:16,Debit Card
49,100,7,2021-03-11 10:05:19,Debit Card
50,100,19,2021-03-11 16:48:37,Debit Card
51,100,22,2021-03-12 07:54:02,Cash
52,100,3,2021-03-12 13:01:00,Debit Card
53,100,12,2021-03-13 04:27:11,Debit Card
