Order_line_id,product_id,Order_id,quantity,dis_id,design_id
1,50,1,7,,14
2,77,1,4,,96
3,26,2,4,,89
4,50,2,4,,14
5,65,2,5,,4
6,45,3,4,,20
7,74,3,1,,101
8,3,4,1,,55
9,75,4,4,,123
10,77,4,4,,96
11,7,5,2,,41
12,50,5,2,,14
13,36,6,3,,90
14,47,6,3,,88
15,51,6,1,,8
16,25,7,4,,6
17,44,7,4,,1
18,9,8,5,,124
19,22,8,1,,6
20,27,8,3,,115
21,53,9,4,,104
22,60,9,4,,124
23,59,10,1,,39
24,68,10,2,,134
25,77,10,5,,96
26,45,11,1,,20
27,77,11,4,,96
28,18,12,2,,86
29,45,12,5,,20
30,76,12,3,,94
31,37,13,7,,27
32,42,13,1,,39
33,16,14,2,,139
34,43,14,2,,124
35,49,14,4,,22
36,30,15,5,,131
37,69,15,5,,103
38,13,16,3,,14
39,42,16,7,,39
40,53,16,2,,104
41,51,17,1,,8
42,74,17,3,,101
43,30,18,4,,131
44,32,18,4,,73
45,59,18,3,,39
46,22,19,1,,6
47,33,19,5,,20
48,42,20,5,,39
49,50,20,2,,14
50,69,20,4,,103
51,32,21,3,,73
52,60,21,1,,124
53,57,22,3,,43
54,63,22,5,,104
55,74,22,2,,101
56,58,23,4,,108
57,70,23,1,,42
58,8,24,4,,84
59,16,24,4,,139
60,20,24,2,,126
61,24,25,2,,15
62,41,25,5,,127
63,6,26,5,,7
64,11,26,1,,83
65,27,26,9,,115
66,22,27,1,,6
67,29,27,3,,13
68,17,28,2,,38
69,49,28,5,,22
70,66,28,5,,30
71,19,29,3,,124
72,47,29,3,,88
73,17,30,2,,38
74,22,30,1,,6
75,55,30,1,,41
76,66,31,2,,30
77,71,31,4,,119
78,9,32,1,,124
79,75,32,3,,123
80,76,32,5,,94
81,23,33,2,,73
82,43,33,4,,124
83,15,34,6,,142
84,17,34,2,,38
85,21,34,2,,32
86,58,35,4,,108
87,68,35,3,,134
88,19,36,4,,124
89,28,36,3,,73
90,50,36,3,,14
91,56,37,1,,1
92,65,37,3,,4
93,1,38,10,,88
94,46,38,9,,4
95,70,38,4,,42
96,17,39,1,,38
97,66,39,4,,30
98,32,40,3,,73
99,46,40,3,,4
100,68,40,2,,134
101,10,41,1,,112
102,53,41,2,,104
103,7,42,5,,41
104,39,42,1,,32
105,53,42,8,,104
106,32,43,3,,73
107,46,43,2,,4
108,42,44,3,,39
109,54,44,2,,130
110,59,44,2,,39
111,3,45,4,,55
112,15,45,2,,142
113,14,46,3,,5
114,36,46,2,,90
115,41,46,1,,127
116,43,47,7,,124
117,61,47,1,,32
118,3,48,4,,55
119,45,48,4,,20
120,56,48,3,,1
121,32,49,5,,73
122,56,49,3,,1
123,15,50,3,,142
124,23,50,1,,73
125,30,50,3,,131
126,9,51,5,,124
127,47,51,5,,88
128,5,52,5,,121
129,35,52,2,,13
130,68,52,5,,134
131,42,53,2,,39
132,45,53,4,,20
133,23,54,3,,73
134,26,54,3,,89
135,41,54,4,,127
136,24,55,3,,15
137,42,55,1,,39
138,25,56,7,,6
139,56,56,1,,1
140,68,56,5,,134
141,11,57,2,,83
142,40,57,2,,122
143,5,58,1,,121
144,45,58,2,,20
145,67,58,3,,42
146,11,59,1,,83
147,19,59,10,,124
148,9,60,1,,124
149,30,60,5,,131
150,63,60,2,,104
151,22,61,3,,6
152,65,61,5,,4
153,12,62,8,,97
154,38,62,1,,95
155,43,62,2,,124
156,39,63,4,,32
157,75,63,3,,123
158,22,64,4,,6
159,54,64,4,,130
160,73,64,5,,86
161,5,65,1,,121
162,60,65,5,,124
163,35,66,2,,13
164,55,66,5,,41
165,62,66,5,,60
166,63,67,3,,104
167,75,67,2,,123
168,9,68,1,,124
169,62,68,1,,60
170,68,68,8,,134
171,6,69,5,,7
172,75,69,1,,123
173,56,70,5,,1
174,70,70,3,,42
175,74,70,2,,101
176,32,71,3,,73
177,68,71,1,,134
178,5,72,5,,121
179,52,72,3,,103
180,72,72,5,,63
181,32,73,3,,73
182,37,73,2,,27
183,13,74,3,,14
184,66,74,1,,30
185,77,74,3,,96
186,2,75,5,,42
187,70,75,3,,42
188,3,76,3,,55
189,6,76,5,,7
190,75,76,5,,123
191,26,77,2,,89
192,41,77,1,,127
193,32,78,3,,73
194,36,78,5,,90
195,72,78,3,,63
196,8,79,4,,84
197,48,79,5,,14
198,21,80,4,,32
199,22,80,2,,6
200,58,80,5,,108
201,27,81,7,,115
202,73,81,5,,86
203,28,82,2,,73
204,30,82,2,,131
205,69,82,2,,103
206,27,83,1,,115
207,65,83,3,,4
208,32,84,5,,73
209,46,84,3,,4
210,55,84,3,,41
211,13,85,10,,14
212,50,85,4,,14
213,51,86,5,,8
214,57,86,5,,43
215,75,86,1,,123
216,28,87,1,,73
217,38,87,3,,95
218,16,88,3,,139
219,51,88,1,,8
220,73,88,2,,86
221,57,89,5,,43
222,74,89,4,,101
223,52,90,5,,103
224,61,90,2,,32
225,77,90,4,,96
226,24,91,2,,15
227,65,91,5,,4
228,13,92,4,,14
229,14,92,4,,5
230,32,92,3,,73
231,18,93,4,,86
232,58,93,5,,108
233,44,94,4,,1
234,68,94,1,,134
235,69,94,2,,103
236,12,95,4,,97
237,38,95,2,,95
238,3,96,3,,55
239,12,96,5,,97
240,66,96,5,,30
241,50,97,5,,14
242,66,97,4,,30
243,45,98,4,,20
244,51,98,2,,8
245,76,98,1,,94
246,10,99,5,,112
247,57,99,4,,43
248,16,100,5,,139
249,66,100,3,,30
250,68,100,4,,134
251,3,101,4,,55
252,9,101,6,,124
253,16,102,2,,139
254,25,102,2,,6
255,51,102,4,,8
